id,shopName,ownerName,phone,address,gpsLatitude,gpsLongitude,creditBalance,isActive,createdAt,updatedAt,externalId,routeName
185,JEEVA MANNA HIGHGROUND,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
186,JENI STATIONARY POTHIGAI NAGAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
187,JENISHA HOTEL (ARAVIND EYE HOSPITAL NEAR),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
188,JESIMA COOL CORNER,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
189,JESUS STORE(SANKARANKOVIL MAIN ROAD),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
190,"JI STORE MKP NAGAR, TIRUCHENDUR ROAD",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
191,JJ FAMILY RESTAURANT(THACHAI BYEPASS),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
192,JJ HOTEL,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
193,JJ STORE MKP NAGAR TIRUCHENDHUR ROAD NEAR CHURCH,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
194,JOTHI COOL BAR (PVT),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
195,JOTHI STORE(JUNCTION WATER TANK NEAR),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
196,JOY HAPPY SUTHAMALLI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
197,JRS FANCY NEAR OLD TALUK OFFC SRIVAIKUNDAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
198,"K.M FRUITS, EB OPPOSITE",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
199,K.RAJ BAKERY SWEETS AND KAARAM(NGO-A COLONY MAIN ROAD),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
200,K.V SWEETS AND SNACKS(MAANUR MAIN ROAD),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
201,KAALAI PASI UNAVAGAM(JUNCTION BUS STAND),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
202,KAKKAN NAGAR FUNCTION,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
203,KALANJIYAM SUPER MARKET REDDIARPATTI MAIN ROAD,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
204,KALLUR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
205,KALYANIKUMAR STORE PETTAI CHEKKADI MEDICARE LAV,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
206,KAMALA STORE PERUMALPURAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
207,KAMALA STORE(JUNCTION),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
208,"KANI COOL BAR, KRISHNAPURAM",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
209,KANJIPURAM SUPER MARKET(REDDIARPATTI ROAD),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
210,KARPAGA VINAYAGAR STORE(RAMALAKSHMI ROAD),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
211,KARUVELRAJA STORE SOUTH BAJAR PSP MAHAL OPP,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
212,KASITHANGAM STORE PERUMALPURAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
213,KAVITHA AGENCY KOVILPATTI\,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
214,KN STORE EB ROAD GANESH NAGAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
215,KONGUNTHANPARAI MARRIAGE EVENT,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
216,KRISHNA PANNAI PAAL(VANNARPETTAI),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
217,KRISHNA STORE RAJAVVALLIPURAM ROAD,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
218,KUDANGULAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
219,KUMARAN STORE MELAPALAYAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
220,KUMBAKONAM DEGREE COFFEE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
221,KUSBHU TEA STALL JUNCTION,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
222,KUTTI PANNAI STORE (GOKUL TEA OPP),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
223,KUTTI STORE THIRUMAL NAGAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
224,KUTTY STORE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
225,LAWRENCE PALAMUTHIRSOLAI SAMATHANAPURAM PALAY,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
226,LINE SALES,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
227,LION FLEX,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
228,LUCKY TEA STALL THACHAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
229,"M.A.S STORE, SANKAR NAGAR EB ROAD",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
230,M.JEYAGANESH PALAMUTHIRSOLAI(MANUR),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
231,M.M ATORE SOUTH BAJAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
232,M.PERUMAL TEA STALL(RAGHU SAKTHI),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
233,M.R.V COOL DRINKS(KATCHIMANDAPAM),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
234,M.S STORE RAMAYANPATTI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
235,M.S STORE SANTHINAGAR SEVALAPERI ROAD,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
236,MAARA AGENCY,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
237,MAARA BAKERY,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
238,MADHA TEA STALL KRISHNA KOVIL,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
239,MADHU BALA HOSPITAL,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
240,MADINA PALAKADAI MANUR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
241,MADURAH STORE JAYENDRA SCHOOL STREET,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
242,MAGHILINI TEA COFFEE(D.A.M OPPOSITE ROUNDANA),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
243,MAHA SWEETS AND BAKERIES( RAM THEATRE),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
244,MAHA VAISHNAVI FRUIT,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
245,"MAHARAJA FRESH CORNER, MS UNIVERSITY OPP",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
246,MAHARAJA MALLIGAI (CHEKKADI),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
247,"MAHARAJA MALLIGAI (CHEKKADI), thiruthu road",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
248,MAHARAJA STORE RAJAVALLIPURAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
249,MAHESH TEA STALL CN VILLAGE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
250,MALLIGA STORE T-NAGAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
251,"MANI COOLBAR, MAHARAJANAGAR(WINESHOP OPP)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
252,MANI TEA STALL(PERUMALBURAM),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
253,MANO STORE SANTHI NAGAR 6TH MAIN ROAD,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
254,MARIS TEA STALL,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
255,MARIYA BERNAD AMMAN SANNATHI STREET TOWN,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
256,MARRIAGE ORDER PETTAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
257,"MASS COOL BAR(NEAR VENUS OPTICALS, VAIKAL PALAM)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
258,MASS STORE KALLANAI SCHOOL OPP,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
259,MATHESH TEA STALL(KURUKUTHARAI),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
260,MATHI SUJATHA PETTAI ITI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
261,MAYURAH BAKERY,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
262,MDT SCHOOL,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
263,MEENA CAFE(HIGH GROUND ROAD),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
264,MINA MART,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
265,MINARVA BAKERY MAHARAJA NAGAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
266,MKL STORE MELAPALAYAM ROUNDANA,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
267,MOHAN FANCY AR LINE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
268,MOORTHI STORE LITTLE FLOWER SCHOOL NEAR PETTAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
269,MR. WHITE FRIED CHICKEN GOODOWN NEAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
270,MS STORE CN VILLAGE(SRI RAJAGOPAL TEMPLE OPP),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
271,MS STORE SANTHI NAGAR SEVALAPERI ROAD,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
272,MS UNIVERSITY CANTEEN,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
273,"MSM BAKERY AND SWEETS(NGO-A COLONY, JEBA GARDEN)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
274,MUGUNTHAN STORE(GOBALASAMUTHIRAM ROAD),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
275,MUKUND STORE. GOPALASAMUTHRAM ROAD,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
276,MURUGAN PALAKADAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
277,MURUGAN STORE VANNARPETTAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
278,MURUGAN STORE(TIRUCHENDUR MAIN ROAD),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
279,MURUGAN TEA STALL (ANNAIVELANGANI NEAR),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
280,MUTHU KITCHEN EB ROAD,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
281,MUTHU STORE SOUTH BAJAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
282,"MUTHURAM JUICE CORNER NEAR MASSA HOTEL, SOUTH BAJAR",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
283,MYDEEN STORE SANKAR NAGAR PALLIVASAL ROAD,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
284,MYMOON STORE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
285,NALLAIYA STORES,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
286,NAMMA HOTEL,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
287,"NAMMA TEA KADAI(AAMINPURAM 7TH STREET, MELAPALAYAM)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
288,NAMMA TEA STORE(TIRUNCHENDUR),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
289,NANDHINI MALLIGAI STORE(V.M CHATRAM),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
290,NANI CHAI(melapalayam),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
291,NARASIMA STORE PETTAI MILL,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
292,NATRAJ BHAVAN,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
293,NATRAJ STORE NGO COLONY,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
294,NATRAJ STORE(OPP RTO OFFICE),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
295,NAVEENA TEA STALL (JUNCTION BRIDGE UNDER),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
296,NAVINA TEA STALL (TOWN BRIDGE),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
297,NAWAB TEA STALL(LAKSHMI THEATRE OPP),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
298,NAWAB THAMBI TEA STALL,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
299,NELLAI BUHARI HOTEL(VANNARPETTAI),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
300,NELLAI GREEN,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
301,"NELLAI GREEN KAAIKANI VIYABVARAM(UAMIPURAM,V 7THV STREET)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
302,NELLAI KOORAIKADAI MADURAI BYEPASS PETROL BUNK OPP,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
303,NELLAI KRISHNA PAL PANNAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
304,NELLAI MAPLA MESS,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
305,NELLAI MART VANNARAPETTAI(S.K ARYA INSIDE),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
306,"NELLAIAPPAR UNAVAGAM TOWN, SWAMI SANTHI STREET)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
307,NEW ARCHANA CAFE MADURAI ROAD,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
308,NEW CHITHRA STORE( SRIPURAM POST OFFICE OPP),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
309,"NEW CRESCENT SNACKS(CHANDRA SWEETS NEAR, JUNCTION)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
310,NEW PULAVAR SUPERMARKET KRISHNANKOVIL PALAY MARKET,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
311,"NEW RAJA PALAMUTHIRSOLAI, PETTAI ROAD(SANTHIGANESH BAKERY NEAR)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
312,NEW RAJA TEA STALL TOWN POTHYS OPP,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
313,NEW RUCHI NEW BUSSTAND,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
314,NEW SRI MAHALAKSHMI IYENGAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
315,NEW SUPREME BAKERY,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
316,NIJAM COOL BAR(ATCHAYA BACKSIDE ROUNDANA),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
317,"NIJAM STORE (CHEKKADI THIRUTHU THERU, PETTAI)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
318,NITHYA SUPER MARKET (THIYAGARAJA NAGAR),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
319,NO NAME MELAPALAYAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
320,NYANAM STORE THACHAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
321,OM CHAIRMANE STORE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
322,OM MURUGA STORE BALABAGYA NAGAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
323,OM SAI TEA STALL TOWN THACHAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
324,OSCAR STORE PERUMALPURAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
325,P. MANI STORE MELAPALAYAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
326,P.M. TEA STALL(KARUNGULAM ROAD),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
327,P.RAJENDHIRAN STORE PERUMALPURAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
328,P.S STORE MANUR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
329,P.S STORE THACHAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
330,P.V.K SUPER MARKET(KURICHI),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
331,PAAL PANDI STORE(PERIYAR NAGAR),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
332,PALANI MURUGAN SHOPPING,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
333,PALKANI KRISHNAPURAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
334,PALMYRA GRAND IN,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
335,PANDIYAN STORE TOWN KEELA RATHA VITHI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
336,PARAKATH STORE SIVAN THERU RATHA VITHI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
337,PARAMBARIYA KARUPATTI COFFEE(MELAPALAYAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
338,PARAMESWARI BALABAGYA NAGAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
339,PARITH MILK & COOL DRINKS MELAPALAYAM,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
340,"PARVATHY STORE(CHEKKADI, PETTAI)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
341,PASEERA STORE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
342,PASUMPAL THENIR KADAI(VAGEDI MUKKU),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
343,PAVITHRA STORE CN VILLAGE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
344,"PETHANACHI STORE, SANTHI NAGAR",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
345,"PINKY COOL DRINKS(MURUGANKURICHI, HOTEL RUCHI NEAR)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
346,PKS VEGETABLES,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
347,PM TEA,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
348,PONNUSAMY STORE SANKARNAGAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
349,"PONRAJ STORE(MANGAMMAL SALAI, KTC NAGAR)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
350,PONRAJ STORE(MANUR),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
351,POORANI STORE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
352,"PREEDA STORE(ANBUNAGAR, PERUMALBURAM)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
353,PREETHI TEA COFFEE(KRISHNA HOSPITAL OPPOSITE),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
354,PSN CANTEEN 1,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
355,PSS CANTEEN 2,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
356,PUGALENTHI RAJA TEA STALL(PETTAI RAILWAY GATE NEAR),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
357,PVK SUPERMARKET KURICHI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
358,R.D.S STORE TOWN,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
359,R.P XEROX RANI ANNA COLLEGE OPP,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
360,"R.S SNACKS(OPPOSITE TO PETROL BULK, DUCCAMALPURAM)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
361,R.S.S MANIAN ANGADI HIGHGROUND BACKSIDE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
362,RAHMAN STATIONARY(SOOTHAMALLI),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
363,RAHMATH HOTEL RASTHA,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
364,RAJ MALLIGAI STORE THACHAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
365,RAJ STORE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
366,RAJ STORE BYPASS,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
367,RAJ STORE THACHAI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
368,RAJ STORE(NEAR DHASH PAAL PANNAI),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
369,RAJA FRUIT KODISWARNAGAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
370,"RAJA PALAMUTHIRSOLAI(KARUNYA NAGAR, SP OFFICE NEAR)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
371,RAJA STORE CN VILLAGE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
372,RAJAM SHOP AND MALLIGAI(MELAPALAYAM),,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
373,RAJAM SNACKS RMKV OPP,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
374,RAJAM TEA STALL VAIRAMALIGAI ARUGIL,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
375,RAJENDRAN STORE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
376,RAJENDRAN STORE THARAPURAM NEAR BETHEL SNACKS,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
377,RAM AGIL KARUMBUSAR KADAI SANTHI NAGAR SUPREME MOTOR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
378,RAM SHOPPING JUNCTION,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
379,RAM STORE BOMBAY THEATRE NEAR,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
380,RAM THEATRE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
381,"RAMA TEA STALL(MADURAI ROAD, CHECK POST NEAR)",,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
382,RAMALAKSHMI STORE TOWN,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
383,RAMESH AGENCY REDDIARPATTI,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
384,RAMESH STORE THIMARAJAPURAM SEVALAPERI ROAD NEAR NILA HAIR STYLE,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
385,RANI ANNA COLLEGE CANTEEN,,,,,,0.0,,2026-02-14T13:14:08.594382,2026-02-14T13:14:08.594382,,
