id,amount,paymentMode,transactionId,paymentDate,createdAt,updatedAt,invoiceId,collectedById,paymentReference,retailerName,paymentDetails
4650,210.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:07:23.563Z,22,,1,SREE MATHI STORE (goodown opposite),
4651,630.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:01:22.302Z,2,,2,NEW SUPREME BAKERY,
4652,460.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:58.533Z,3,,3,SKN STORES,
4653,410.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:09:58.580Z,24,,4,THAMILAN KARUPATTI COFFEE,
4654,1000.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:11.075Z,5,,5,HOTEL LAURA,
4655,100.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:52:11.572Z,21,,6,"BALA SHASTHA STORE(VANNARPETTAI, AATRU PALAM)",
4656,200.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:03:36.288Z,20,,7,REKHA STORES(VANNAPETTAI) SALAI STREET,
4657,2200.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:05:13.316Z,30,,8,SATHYAS CAFE REDDIARPATTI,
4658,500.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:11.221Z,5,,9,HOTEL LAURA,
4659,300.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:58.691Z,3,,10,SKN STORES,
4660,400.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:03:58.329Z,29,,11,S.K ARYA TEA STALL(VANNARAPETTAI),
4661,400.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:09:58.718Z,24,,12,THAMILAN KARUPATTI COFFEE,
4662,200.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:52:11.742Z,21,,13,"BALA SHASTHA STORE(VANNARPETTAI, AATRU PALAM)",
4663,1000.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:00:30.742Z,34,,14,NELLAI KRISHNA PAL PANNAI,
4664,500.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:11.364Z,5,,15,HOTEL LAURA,
4665,500.00,Cash,,2025-12-15T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:58.841Z,3,,16,SKN STORES,
4666,200.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:26.812Z,49,,17,"IBRAHIM STORE(URAMIM, 3RD STREET, MELAPALAYAM)",
4667,200.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:53:17.508Z,39,,18,CITY SUPER MARKET(MELAPALAYAM),
4668,200.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:51:56.710Z,48,,19,AYSHA STORE PALASARUKU STORES(MELAPALAYAM),
4669,200.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:02:07.039Z,38,,20,PARAMBARIYA KARUPATTI COFFEE(MELAPALAYAM,
4670,200.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:41.539Z,44,,21,J. JAISHA INJI TEA KADAI(MELAPALAYAM),
4671,400.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:56:32.645Z,8,,22,JJ HOTEL,
4672,500.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:59:55.219Z,57,,23,NAMMA HOTEL,
4673,200.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:09:49.812Z,58,,24,TEA TIME,
4674,680.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:05:43.691Z,73,,25,"Selvam agency(perumalpuram, anbunagar",
4675,1000.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:50:53.831Z,76,,26,ANGEL SWEETS AND STORE(THIYAGARAJA NAGAR),
4676,200.00,Cash,,2025-12-16T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:58.992Z,3,,27,SKN STORES,
4677,100.00,Cash,,2025-12-17T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:52:11.912Z,21,,28,"BALA SHASTHA STORE(VANNARPETTAI, AATRU PALAM)",
4678,200.00,Cash,,2025-12-17T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:03:36.427Z,20,,29,REKHA STORES(VANNAPETTAI) SALAI STREET,
4679,200.00,Cash,,2025-12-17T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:52:12.067Z,21,,30,"BALA SHASTHA STORE(VANNARPETTAI, AATRU PALAM)",
4680,200.00,Cash,,2025-12-17T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:49:19.710Z,68,,31,AAJES TEA STALL(KRISHNA HOSPITAL OPPOSITE),
4681,100.00,Cash,,2025-12-17T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:07:38.366Z,52,,32,SRI BHUVANESWARY STORES(MURUGANKURICHI),
4682,300.00,Cash,,2025-12-17T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:08:50.289Z,51,,33,"SRI TEA STALL(MURUGANKURICHI, PALAY)",
4683,200.00,Cash,,2025-12-18T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:59.135Z,3,,34,SKN STORES,
4684,200.00,Cash,,2025-12-18T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:59.283Z,3,,35,SKN STORES,
4685,210.00,Cash,,2025-12-18T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:03:36.573Z,20,,36,REKHA STORES(VANNAPETTAI) SALAI STREET,
4686,100.00,Cash,,2025-12-18T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:07:38.526Z,52,,37,SRI BHUVANESWARY STORES(MURUGANKURICHI),
4687,150.00,Cash,,2025-12-18T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:49:19.852Z,68,,38,AAJES TEA STALL(KRISHNA HOSPITAL OPPOSITE),
4688,200.00,Cash,,2025-12-18T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:02:27.885Z,67,,39,PREETHI TEA COFFEE(KRISHNA HOSPITAL OPPOSITE),
4689,500.00,Cash,,2025-12-18T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:10:34.156Z,33,,40,U.S FRUITS (VANNARPETTAI),
4690,200.00,Cash,,2025-12-18T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:08:37.535Z,63,,41,"SRI S.M STORES(NEAR FIRE STATION, PALAY)",
4691,1000.00,Cash,,2025-12-18T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:00:30.887Z,34,,42,NELLAI KRISHNA PAL PANNAI,
4692,200.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:59.433Z,3,,43,SKN STORES,
4693,1642.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:00:31.045Z,34,,44,NELLAI KRISHNA PAL PANNAI,
4694,100.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:52:12.215Z,21,,45,"BALA SHASTHA STORE(VANNARPETTAI, AATRU PALAM)",
4695,1400.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:49:51.240Z,54,,46,AAVIN PALAKAM(NEAR LIC PALAY),
4696,600.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:49:53.295Z,53,,47,AAVIN STORE(MURUGANKURICHI),
4697,200.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:59.578Z,3,,48,SKN STORES,
4698,200.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:05:43.827Z,73,,49,"Selvam agency(perumalpuram, anbunagar",
4699,300.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:08:22.314Z,19,,50,SRI MITHRA SUPER STORE(CN VILLAGE),
4700,100.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:02.405Z,36,,51,HAJI KASIANA SNACKS(MELAPALAYAM ROUNDANA),
4701,580.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:51:50.869Z,50,,53,"AYA MASTHAN HOTEL(UMIMPURAM, 1ST STREET) MELAPALAYAM",
4702,200.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:56:32.794Z,8,,54,JJ HOTEL,
4703,1000.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:11.502Z,5,,55,HOTEL LAURA,
4704,200.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:41.688Z,44,,56,J. JAISHA INJI TEA KADAI(MELAPALAYAM),
4705,200.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:41.963Z,44,,57,J. JAISHA INJI TEA KADAI(MELAPALAYAM),
4706,200.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:53:47.449Z,56,,58,DHASH TEA STALL,
4707,200.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:53:47.606Z,56,,59,DHASH TEA STALL,
4708,400.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:01:48.194Z,71,,60,OSCAR STORE PERUMALPURAM,
4709,400.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:51.683Z,81,,61,"J.K DIVINE MERCY(OPP STC COLLEGE ROAD, PERUMALBURAM)",
4710,200.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:02:07.180Z,38,,62,PARAMBARIYA KARUPATTI COFFEE(MELAPALAYAM,
4711,840.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:02:58.017Z,69,,63,RAJ STORE,
4712,100.00,Cash,,2025-12-20T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:53:47.772Z,56,,72,DHASH TEA STALL,
4713,200.00,Cash,,2025-12-22T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:59.721Z,3,,64,SKN STORES,
4714,150.00,Cash,,2025-12-22T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:49:20.006Z,68,,65,AAJES TEA STALL(KRISHNA HOSPITAL OPPOSITE),
4715,100.00,Cash,,2025-12-22T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:08:50.490Z,51,,66,"SRI TEA STALL(MURUGANKURICHI, PALAY)",
4716,500.00,Cash,,2025-12-22T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:59:57.050Z,46,,98,"NAMMA TEA KADAI(AAMINPURAM 7TH STREET, MELAPALAYAM)",
4717,50.00,Cash,,2025-12-23T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:59.881Z,3,,67,SKN STORES,
4718,320.00,Cash,,2025-12-23T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:04:22.479Z,119,,68,SAI CAFE(THIRUMAL NAGAR),
4719,550.00,Cash,,2025-12-23T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:04:37.327Z,23,,69,SANJAY IYENGAR BAKERY(NEAR SARAVANAS KULAVANIKAPURAM OPPOSITE),
4720,500.00,Cash,,2025-12-23T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:09:08.286Z,84,,70,SRIMAN NARAYANAN TEA COFFEE(OPPOSITE LAKSHMI THEATRE TOWN),
4721,1000.00,Cash,,2025-12-23T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:56:51.092Z,102,,71,KAALAI PASI UNAVAGAM(JUNCTION BUS STAND),
4722,200.00,Cash,,2025-12-23T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:51:56.853Z,48,,73,AYSHA STORE PALASARUKU STORES(MELAPALAYAM),
4723,100.00,Cash,,2025-12-23T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:09:50.045Z,58,,108,TEA TIME,
4724,100.00,Cash,,2025-12-23T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:42.101Z,44,,110,J. JAISHA INJI TEA KADAI(MELAPALAYAM),
4725,1878.00,Cash,,2025-12-23T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:11.650Z,5,,111,HOTEL LAURA,
4726,200.00,Cash,,2025-12-23T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:26.991Z,49,,112,"IBRAHIM STORE(URAMIM, 3RD STREET, MELAPALAYAM)",
4727,13300.00,Cash,,2025-12-24T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:06:08.208Z,121,,74,SELVI SUPER MARKET(MOOLAKARAIPATTI),
4728,461.00,Cash,,2025-12-24T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:03:34.521Z,97,,75,RASMAN STATIONARY SUTHAMALI,
4729,1070.00,Cash,,2025-12-24T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:02:11.528Z,89,,76,"PARVATHY STORE(CHEKKADI, PETTAI)",
4730,338.00,Cash,,2025-12-24T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:58:13.766Z,225,,77,"MAHARAJA MALLIGAI (CHEKKADI), thiruthu road",
4731,200.00,Cash,,2025-12-24T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:01:35.732Z,91,,78,"NIJAM STORE (CHEKKADI THIRUTHU THERU, PETTAI)",
4732,402.00,Cash,,2025-12-24T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:09:08.451Z,84,,79,SRIMAN NARAYANAN TEA COFFEE(OPPOSITE LAKSHMI THEATRE TOWN),
4733,500.00,Cash,,2025-12-24T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:53:26.806Z,133,,80,D.A.M. BHARANI PALAMUTHIRSOLAI(PALAY ROUNDANA),
4734,230.00,Cash,,2025-12-25T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:08:50.706Z,51,,81,"SRI TEA STALL(MURUGANKURICHI, PALAY)",
4735,225.00,Cash,,2025-12-25T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:07:15.984Z,65,,82,"SM STORE, PERIYAR NAGAR(PALAY)",
4736,150.00,Cash,,2025-12-25T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:49:20.164Z,68,,83,AAJES TEA STALL(KRISHNA HOSPITAL OPPOSITE),
4737,500.00,Cash,,2025-12-25T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:58:33.925Z,4,,84,manaasa stores,
4738,756.00,Cash,,2025-12-25T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:55:11.878Z,5,,85,HOTEL LAURA,
4739,260.00,Cash,,2025-12-25T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:52:12.414Z,21,,86,"BALA SHASTHA STORE(VANNARPETTAI, AATRU PALAM)",
4740,90.00,Cash,,2025-12-25T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:02:11.691Z,89,,87,"PARVATHY STORE(CHEKKADI, PETTAI)",
4741,500.00,Cash,,2025-12-25T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:51:28.833Z,141,,99,"ARASAN SNACKS(SANKAR NAGAR, RAJAVALIPURAM)",
4742,250.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:01:35.871Z,91,,88,"NIJAM STORE (CHEKKADI THIRUTHU THERU, PETTAI)",
4743,2000.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:54:40.602Z,86,,89,GOLDEN GROCERY MART(PETTAI),
4744,340.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:09:08.607Z,84,,90,SRIMAN NARAYANAN TEA COFFEE(OPPOSITE LAKSHMI THEATRE TOWN),
4745,450.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:04:34.106Z,93,,91,"salisha fruits and juice(pettai, MM barotta stall opp)",
4746,500.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:10:34.296Z,33,,92,U.S FRUITS (VANNARPETTAI),
4747,200.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:02:28.035Z,67,,93,PREETHI TEA COFFEE(KRISHNA HOSPITAL OPPOSITE),
4748,210.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T18:09:58.859Z,24,,94,THAMILAN KARUPATTI COFFEE,
4749,280.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:37.574Z,2026-03-12T17:53:47.911Z,56,,95,DHASH TEA STALL,
4750,200.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:53:17.654Z,39,,96,CITY SUPER MARKET(MELAPALAYAM),
4751,500.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:51:51.019Z,50,,97,"AYA MASTHAN HOTEL(UMIMPURAM, 1ST STREET) MELAPALAYAM",
4752,200.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:51:56.994Z,48,,100,AYSHA STORE PALASARUKU STORES(MELAPALAYAM),
4753,100.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:51:55.099Z,35,,101,AYSHA STORE MELAPALAYAM(OPPOSITE TO ANNAPORNA),
4754,200.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:56:32.936Z,8,,102,JJ HOTEL,
4755,200.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:55:51.825Z,81,,103,"J.K DIVINE MERCY(OPP STC COLLEGE ROAD, PERUMALBURAM)",
4756,100.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:55:42.292Z,44,,104,J. JAISHA INJI TEA KADAI(MELAPALAYAM),
4757,308.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:05:43.963Z,73,,105,"Selvam agency(perumalpuram, anbunagar",
4758,230.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:02:07.316Z,38,,106,PARAMBARIYA KARUPATTI COFFEE(MELAPALAYAM,
4759,230.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:01:48.360Z,71,,107,OSCAR STORE PERUMALPURAM,
4760,100.00,Cash,,2025-12-26T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:51:55.252Z,35,,109,AYSHA STORE MELAPALAYAM(OPPOSITE TO ANNAPORNA),
4761,636.00,Cash,,2025-12-27T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:54:35.474Z,144,,113,"GOLD BAR ICE-CREAM, GODOWN NEAR",
4762,783.00,Cash,,2025-12-27T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:11:33.562Z,145,,114,"YOYO CORNER(VANNARPETTAI, ARASAN MESS OPP)",
4763,100.00,Cash,,2025-12-27T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:52:53.560Z,147,,115,BYPASS PALAMUTHIRSOLAI( VANNARPETTAI) AFNA PARK OPP,
4764,210.00,Cash,,2025-12-27T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:08:11.606Z,79,,116,SRI MARI TEA STALL(NGO B COLONY),
4765,1000.00,Cash,,2025-12-27T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:55:12.140Z,5,,117,HOTEL LAURA,
4766,500.00,Cash,,2025-12-27T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:06:29.578Z,104,,118,SHANMUGA STORE(KURICHI MAIN ROAD),
4767,200.00,Cash,,2025-12-29T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:07:00.029Z,3,,119,SKN STORES,
4768,300.00,Cash,,2025-12-29T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:01:22.440Z,2,,120,NEW SUPREME BAKERY,
4769,500.00,Cash,,2025-12-29T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:04:37.481Z,23,,121,SANJAY IYENGAR BAKERY(NEAR SARAVANAS KULAVANIKAPURAM OPPOSITE),
4770,250.00,Cash,,2025-12-30T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:09:11.425Z,112,,122,SRIMATHI STORE(OPPOSITE GOODOWN),
4771,200.00,Cash,,2025-12-30T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:53:26.947Z,133,,123,D.A.M. BHARANI PALAMUTHIRSOLAI(PALAY ROUNDANA),
4772,120.00,Cash,,2025-12-30T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:07:00.197Z,3,,124,SKN STORES,
4773,1500.00,Cash,,2025-12-30T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:56:51.301Z,102,,125,KAALAI PASI UNAVAGAM(JUNCTION BUS STAND),
4774,200.00,Cash,,2025-12-30T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:00:23.866Z,171,,136,"NELLAI GREEN KAAIKANI VIYABVARAM(UAMIPURAM,V 7THV STREET)",
4775,200.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:09:08.752Z,84,,126,SRIMAN NARAYANAN TEA COFFEE(OPPOSITE LAKSHMI THEATRE TOWN),
4776,200.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:58:13.906Z,225,,127,"MAHARAJA MALLIGAI (CHEKKADI), thiruthu road",
4777,100.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:52:12.555Z,21,,128,"BALA SHASTHA STORE(VANNARPETTAI, AATRU PALAM)",
4778,500.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:49:51.396Z,54,,129,AAVIN PALAKAM(NEAR LIC PALAY),
4779,100.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:49:20.358Z,68,,130,AAJES TEA STALL(KRISHNA HOSPITAL OPPOSITE),
4780,500.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:55:12.285Z,5,,131,HOTEL LAURA,
4781,1500.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:54:40.740Z,86,,132,GOLDEN GROCERY MART(PETTAI),
4782,265.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:01:36.026Z,91,,133,"NIJAM STORE (CHEKKADI THIRUTHU THERU, PETTAI)",
4783,95.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:52:53.698Z,147,,134,BYPASS PALAMUTHIRSOLAI( VANNARPETTAI) AFNA PARK OPP,
4784,300.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:08:50.875Z,51,,135,"SRI TEA STALL(MURUGANKURICHI, PALAY)",
4785,500.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:04:37.692Z,23,,137,SANJAY IYENGAR BAKERY(NEAR SARAVANAS KULAVANIKAPURAM OPPOSITE),
4786,990.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:57:24.798Z,146,,138,KRISHNA PANNAI PAAL(VANNARPETTAI),
4787,2567.00,Cash,,2025-12-31T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:00:03.913Z,1,,139,NATRAJ BHAVAN,
4788,260.00,Cash,,2026-01-01T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:07:23.706Z,22,,140,SREE MATHI STORE (goodown opposite),
4789,10435.00,Cash,,2026-01-01T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:50:38.237Z,174,,141,ALAYA AGENCY(VALLANADU),
4790,400.00,Cash,,2026-01-01T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:51:57.139Z,48,,142,AYSHA STORE PALASARUKU STORES(MELAPALAYAM),
4791,2470.00,Cash,,2026-01-01T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:59:01.572Z,98,,155,MINA MART,
4792,100.00,Cash,,2026-01-02T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:51:55.459Z,35,,143,AYSHA STORE MELAPALAYAM(OPPOSITE TO ANNAPORNA),
4793,200.00,Cash,,2026-01-02T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:59:57.224Z,46,,144,"NAMMA TEA KADAI(AAMINPURAM 7TH STREET, MELAPALAYAM)",
4794,200.00,Cash,,2026-01-02T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:55:42.435Z,44,,145,J. JAISHA INJI TEA KADAI(MELAPALAYAM),
4795,228.00,Cash,,2026-01-02T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T17:55:51.973Z,81,,146,"J.K DIVINE MERCY(OPP STC COLLEGE ROAD, PERUMALBURAM)",
4796,228.00,Cash,,2026-01-02T00:00:00.000Z,2026-03-12T17:01:38.008Z,2026-03-12T18:02:46.120Z,32,,147,"R.S SNACKS(OPPOSITE TO PETROL BULK, DUCCAMALPURAM)",
